bytes_hex,tid,comment
20696465,1207,' ide'
6173736564,1208,'assed'
206b656570,1209,' keep'
4865,1210,'He'
20676f6f64,1211,' good'
6b73,1212,'ks'
696e6b696e67,1213,'inking'
20736f6f6e,1214,' soon'
2068657273656c66,1215,' herself'
7461696e,1216,'tain'
20676c6f77696e67,1217,' glowing'
20747279,1218,' try'
6976,1219,'iv'
2064616e6365,1220,' dance'
2068657265,1221,' here'
4f6e,1222,'On'
206d6973,1223,' mis'
20736561,1224,' sea'
206c61756768696e67,1225,' laughing'
20706173736564,1226,' passed'
207368696e79,1227,' shiny'
2073706f74,1228,' spot'
6c6f776c79,1229,'lowly'
6c616e64,1230,'land'
2063617374,1231,' cast'
61796265,1232,'aybe'
20416e6e65,1233,' Anne'
2073686f776564,1234,' showed'
2068617070696e657373,1235,' happiness'
4166746572,1236,'After'
2073696c,1237,' sil'
6f757365,1238,'ouse'
206672,1239,' fr'
20776f6e6465726564,1240,' wondered'
2068616e6473,1241,' hands'
2073746172746564,1242,' started'
2068696768,1243,' high'
206c656674,1244,' left'
205065746572,1245,' Peter'
20626c6f,1246,' blo'
206b696e646e657373,1247,' kindness'
2066726565,1248,' free'
20686f6c64,1249,' hold'
656574,1250,'eet'
206b6579,1251,' key'
20496e73696465,1252,' Inside'
2066616972,1253,' fair'
207368696e696e67,1254,' shining'
69726564,1255,'ired'
20616c69656e,1256,' alien'
2054686973,1257,' This'
2077616c6c,1258,' wall'
20736361726564,1259,' scared'
2067616d65,1260,' game'
20756e64657273746f6f64,1261,' understood'
2064696e,1262,' din'
20616476656e7475726573,1263,' adventures'
20636f6c6f7266756c,1264,' colorful'
757468,1265,'uth'
20747269,1266,' tri'
206f7572,1267,' our'
2077696465,1268,' wide'
2044,1269,' D'
617572,1270,'aur'
206f757473696465,1271,' outside'
6f73617572,1272,'osaur'
6279,1273,'by'
206c6574746572,1274,' letter'
76656c,1275,'vel'
75736564,1276,'used'
206f70656e,1277,' open'
207468696e6b696e67,1278,' thinking'
206c617374,1279,' last'
726f7570,1280,'roup'
646f6d,1281,'dom'
20646966666572656e74,1282,' different'
2067726f7570,1283,' group'
207069636b6564,1284,' picked'
6f756e7461696e,1285,'ountain'
20636c696d626564,1286,' climbed'
206b6e,1287,' kn'
207377656574,1288,' sweet'
207472757374,1289,' trust'
75636b,1290,'uck'
206d6f6f6e,1291,' moon'
20666172,1292,' far'
207465616d,1293,' team'
6f7465,1294,'ote'
20776f6f64,1295,' wood'
206d616b696e67,1296,' making'
207472757468,1297,' truth'
20666164,1298,' fad'
2069736c616e64,1299,' island'
656272,1300,'ebr'
206c69766564,1301,' lived'
207061726b,1302,' park'
2077726f7465,1303,' wrote'
6163696e67,1304,'acing'
6374696f6e,1305,'ction'
2077696e,1306,' win'
20666967,1307,' fig'
207468696e6b,1308,' think'
6c61,1309,'la'
20636f6e6e65,1310,' conne'
65617273,1311,'ears'
20776569676874,1312,' weight'
20666967757265,1313,' figure'
6f7374,1314,'ost'
20666f6c6c6f776564,1315,' followed'
576879,1316,'Why'
20706c616e74,1317,' plant'
2064696e6f73617572,1318,' dinosaur'
2057686174,1319,' What'
776c,1320,'wl'
2062616c6c,1321,' ball'
20746f75,1322,' tou'
656c656272,1323,'elebr'
2068696c6c,1324,' hill'
20646973636f7665726564,1325,' discovered'
20736f6e67,1326,' song'
2063656c656272,1327,' celebr'
72656e67,1328,'reng'
20616d617a,1329,' amaz'
206772616e64,1330,' grand'
20636f6e74,1331,' cont'
5468,1332,'Th'
2077656e74,1333,' went'
72656e677468,1334,'rength'
617368,1335,'ash'
206865726f,1336,' hero'
2074616c6573,1337,' tales'
696473,1338,'ids'
20737472656e677468,1339,' strength'
696d6564,1340,'imed'
72656164,1341,'read'
206f776c,1342,' owl'
206a756d706564,1343,' jumped'
4974,1344,'It'
20637572696f7573,1345,' curious'
6c69676874,1346,'light'
62626974,1347,'bbit'
20617274,1348,' art'
20636f6c64,1349,' cold'
206c6561766573,1350,' leaves'
207761766573,1351,' waves'
20626574746572,1352,' better'
206d7573,1353,' mus'
20706972,1354,' pir'
206c6564,1355,' led'
6f636b,1356,'ock'
646179,1357,'day'
206265656e,1358,' been'
20647261,1359,' dra'
2072756e,1360,' run'
206275696c64,1361,' build'
20637265617475726573,1362,' creatures'
2064617973,1363,' days'
756d62,1364,'umb'
20626561757479,1365,' beauty'
756c6c79,1366,'ully'
20726162626974,1367,' rabbit'
2042,1368,' B'
20717569636b,1369,' quick'
6f726e,1370,'orn'
696767,1371,'igg'
206272696768746572,1372,' brighter'
75676874,1373,'ught'
2066617374,1374,' fast'
206368696c6472656e,1375,' children'
6b656e,1376,'ken'
6f6c,1377,'ol'
207375,1378,' su'
2073616e67,1379,' sang'
65656e,1380,'een'
2077616974696e67,1381,' waiting'
2065766572797468696e67,1382,' everything'
7a65,1383,'ze'
206d75736963,1384,' music'
657473,1385,'ets'
20747572746c65,1386,' turtle'
204e,1387,' N'
20776973686564,1388,' wished'
207368696d6d,1389,' shimm'
206b696473,1390,' kids'
206368616e67,1391,' chang'
207069,1392,' pi'
20666f6f64,1393,' food'
20616e696d,1394,' anim'
696c74,1395,'ilt'
617973,1396,'ays'
206d6f756e7461696e,1397,' mountain'
20637265617465,1398,' create'
206d6f766564,1399,' moved'
20636c6f736564,1400,' closed'
20637279,1401,' cry'
6973686564,1402,'ished'
206f6674656e,1403,' often'
2065766572,1404,' ever'
6176696e67,1405,'aving'
6d62,1406,'mb'
66756c6c79,1407,'fully'
2066696e,1408,' fin'
20746f79,1409,' toy'
2062656e,1410,' ben'
207477696e6b,1411,' twink'
2064757374,1412,' dust'
206e6565646564,1413,' needed'
206368657374,1414,' chest'
206563686f6564,1415,' echoed'
206166746572,1416,' after'
207375727072697365,1417,' surprise'
2074726176656c,1418,' travel'
207361646e657373,1419,' sadness'
2068656c706564,1420,' helped'
20617070726f,1421,' appro'
20766973,1422,' vis'
2073686f6e65,1423,' shone'
20646565706572,1424,' deeper'
2064697374,1425,' dist'
6c61696d6564,1426,'laimed'
20666c79696e67,1427,' flying'
2074686f7365,1428,' those'
20756e6465727374616e64,1429,' understand'
726f756e64,1430,'round'
20666f78,1431,' fox'
2073686f756c64,1432,' should'
20636f6e66,1433,' conf'
20676173,1434,' gas'
20616e696d616c73,1435,' animals'
20656d7074,1436,' empt'
20647265616d6564,1437,' dreamed'
206578636c61696d6564,1438,' exclaimed'
696c6c79,1439,'illy'
2077616e64,1440,' wand'
546f,1441,'To'
206c6179,1442,' lay'
20626f6e64,1443,' bond'
20706c6179696e67,1444,' playing'
697272,1445,'irr'
206578706c6f72,1446,' explor'
20616772656564,1447,' agreed'
2070726573,1448,' pres'
207370616365,1449,' space'
20666f7267,1450,' forg'
6f756768,1451,'ough'
2073696e67,1452,' sing'
2072657475726e,1453,' return'
20737175,1454,' squ'
2072656d656d626572,1455,' remember'
20636173746c65,1456,' castle'
7269766564,1457,'rived'
20746f77617264,1458,' toward'
74657273,1459,'ters'
726f7373,1460,'ross'
206661646564,1461,' faded'
46696e616c6c79,1462,'Finally'
6365616e,1463,'cean'
207361696c,1464,' sail'
696464,1465,'idd'
2066756e6e79,1466,' funny'
756e67,1467,'ung'
207377616d,1468,' swam'
6978,1469,'ix'
4174,1470,'At'
206c6967687473,1471,' lights'
20736967,1472,' sig'
20656e74,1473,' ent'
20706f696e,1474,' poin'
206c616e646564,1475,' landed'
206c6f6e,1476,' lon'
20676c6f776564,1477,' glowed'
6f6e6573,1478,'ones'
65617468,1479,'eath'
20776f6f6473,1480,' woods'
73746572,1481,'ster'
207374726f6e676572,1482,' stronger'
2070726f,1483,' pro'
20666f7265766572,1484,' forever'
61696e6564,1485,'ained'
20637265,1486,' cre'
20747265617375726573,1487,' treasures'
726f77,1488,'row'
2063686f,1489,' cho'
206461726b6e657373,1490,' darkness'
20676173706564,1491,' gasped'
20616e6f74686572,1492,' another'
20617070726f6163686564,1493,' approached'
207761746368696e67,1494,' watching'
2066616c6c,1495,' fall'
207469676874,1496,' tight'
616d6573,1497,'ames'
6f6e73,1498,'ons'
20696d70,1499,' imp'
206f6365616e,1500,' ocean'
2073746179,1501,' stay'
20666c6f61746564,1502,' floated'
2068656164,1503,' head'
6666,1504,'ff'
2070696563,1505,' piec'
616e73,1506,'ans'
617279,1507,'ary'
20626f6174,1508,' boat'
206368616e676564,1509,' changed'
207365617263686564,1510,' searched'
2073616e64,1511,' sand'
206c6f6f6b,1512,' look'
596573,1513,'Yes'
2077616c6c73,1514,' walls'
696e73,1515,'ins'
206d6f74686572,1516,' mother'
61746572,1517,'ater'
756973,1518,'uis'
20636c6f7365,1519,' close'
206661697279,1520,' fairy'
20666c69636b,1521,' flick'
2073706f74746564,1522,' spotted'
20666174686572,1523,' father'
20736974,1524,' sit'
20726163696e67,1525,' racing'
207475726e,1526,' turn'
20736f6d656f6e65,1527,' someone'
20626c7565,1528,' blue'
2069646561,1529,' idea'
6173686564,1530,'ashed'
756d626c6564,1531,'umbled'
2073696c6c79,1532,' silly'
2073656e,1533,' sen'
207365656e,1534,' seen'
2073746f,1535,' sto'
61676572,1536,'ager'
207472696564,1537,' tried'
69626c65,1538,'ible'
636b6564,1539,'cked'
756564,1540,'ued'
206d6978,1541,' mix'
4c6f6f6b,1542,'Look'
20646573,1543,' des'
617265,1544,'are'
2073746f6e6573,1545,' stones'
20666f7277617264,1546,' forward'
657465726d,1547,'eterm'
20686f70696e67,1548,' hoping'
20656d707479,1549,' empty'
20737061726b6c696e67,1550,' sparkling'
204a757374,1551,' Just'
656f706c65,1552,'eople'
206272696768746c79,1553,' brightly'
20736179,1554,' say'
20666f72676f74,1555,' forgot'
20747279696e67,1556,' trying'
6579,1557,'ey'
7377,1558,'sw'
206c657373,1559,' less'
2063726f77,1560,' crow'
2076696c6c6167,1561,' villag'
54686174,1562,'That'
206275696c74,1563,' built'
20736f6d6574696d6573,1564,' sometimes'
43616e,1565,'Can'
676564,1566,'ged'
20616e7377,1567,' answ'
204c756973,1568,' Luis'
20616d6f6e67,1569,' among'
2073747265,1570,' stre'
207061696e746564,1571,' painted'
2068656172,1572,' hear'
7768657265,1573,'where'
2076696c6c6167657273,1574,' villagers'
66746564,1575,'fted'
207368656c6c,1576,' shell'
20736c6f776c79,1577,' slowly'
206d697373,1578,' miss'
2073696465,1579,' side'
20686f6e,1580,' hon'
656c6c6564,1581,'elled'
5468616e6b,1582,'Thank'
20696d6167696e6564,1583,' imagined'
2077616e6465726564,1584,' wandered'
617365,1585,'ase'
2066697265,1586,' fire'
206372797374,1587,' cryst'
206a6f696e6564,1588,' joined'
2067696767,1589,' gigg'
206d6174,1590,' mat'
6369,1591,'ci'
206661636564,1592,' faced'
207269676874,1593,' right'
207761766564,1594,' waved'
2061727269766564,1595,' arrived'
2077697468696e,1596,' within'
6972726f72,1597,'irror'
6174696e67,1598,'ating'
2070756c6c6564,1599,' pulled'
206163726f7373,1600,' across'
206b696e67646f6d,1601,' kingdom'
20717569636b6c79,1602,' quickly'
6976616c,1603,'ival'
206d6f72,1604,' mor'
20686f757365,1605,' house'
6b6573,1606,'kes'
206c6f6e656c79,1607,' lonely'
666f72,1608,'for'
4d61796265,1609,'Maybe'
20796574,1610,' yet'
6f73697479,1611,'osity'
206d6972726f72,1612,' mirror'
20706572,1613,' per'
2072657665,1614,' reve'
20646f67,1615,' dog'
676572,1616,'ger'
2067656e746c65,1617,' gentle'
20736c,1618,' sl'
2068656c70696e67,1619,' helping'
617070,1620,'app'
616374,1621,'act'
2072657665616c,1622,' reveal'
20736561726368696e67,1623,' searching'
2077696e646f77,1624,' window'
6d73,1625,'ms'
207061,1626,' pa'
207768697370657273,1627,' whispers'
2063616e64,1628,' cand'
20736368,1629,' sch'
20737769726c,1630,' swirl'
206772617373,1631,' grass'
20687572,1632,' hur'
74657266,1633,'terf'
20616761696e7374,1634,' against'
206c656176696e67,1635,' leaving'
2047,1636,' G'
2067696674,1637,' gift'
2045766572796f6e65,1638,' Everyone'
206372696564,1639,' cried'
207265616368,1640,' reach'
6964646c65,1641,'iddle'
20747269636b,1642,' trick'
2073616665,1643,' safe'
2072616365,1644,' race'
206d6f726e696e67,1645,' morning'
2063726577,1646,' crew'
205765,1647,' We'
206d69676874,1648,' might'
206c65617665,1649,' leave'
207363686f6f6c,1650,' school'
2073746f70706564,1651,' stopped'
20636f7665726564,1652,' covered'
2062757474657266,1653,' butterf'
2062726565,1654,' bree'
6573746976616c,1655,'estival'
206c6561646572,1656,' leader'
20627573,1657,' bus'
2067616d6573,1658,' games'
206669656c,1659,' fiel'
6970706564,1660,'ipped'
616e63,1661,'anc'
206665617273,1662,' fears'
206576656e696e67,1663,' evening'
2073686170,1664,' shap'
20676574,1665,' get'
2062656c6f6e67,1666,' belong'
696f6e73,1667,'ions'
2073686f6f6b,1668,' shook'
6c6c6564,1669,'lled'
2064726177,1670,' draw'
686f7374,1671,'host'
756368,1672,'uch'
205468656972,1673,' Their'
2077617665,1674,' wave'
20707573686564,1675,' pushed'
20746869636b,1676,' thick'
2063726f7764,1677,' crowd'
2063726561746564,1678,' created'
20636c6f7564,1679,' cloud'
206c657474657273,1680,' letters'
4d6961,1681,'Mia'
6a6f79,1682,'joy'
2075706f6e,1683,' upon'
2067686f7374,1684,' ghost'
20736e,1685,' sn'
206564,1686,' ed'
2074776f,1687,' two'
206b6e69676874,1688,' knight'
2077696e6773,1689,' wings'
20727573686564,1690,' rushed'
206d756368,1691,' much'
7265656e,1692,'reen'
20636f6e6e656374696f6e,1693,' connection'
2067697665,1694,' give'
2073656564,1695,' seed'
656e696e67,1696,'ening'
206c6561726e,1697,' learn'
20627265657a65,1698,' breeze'
2062656e65617468,1699,' beneath'
20776974686f7574,1700,' without'
20596f75,1701,' You'
207061696e74,1702,' paint'
2050656f706c65,1703,' People'
2067656e746c79,1704,' gently'
2062726f74686572,1705,' brother'
20676f74,1706,' got'
656c63,1707,'elc'
20696e7374656164,1708,' instead'
205468657265,1709,' There'
206e6561726279,1710,' nearby'
2062656c6965766564,1711,' believed'
2072757368,1712,' rush'
20736d696c696e67,1713,' smiling'
20617474,1714,' att'
2062656c69657665,1715,' believe'
2066726f,1716,' fro'
20676f6e65,1717,' gone'
206b657074,1718,' kept'
207069656365,1719,' piece'
20666573746976616c,1720,' festival'
206669676874,1721,' fight'
2075736564,1722,' used'
7572696f73697479,1723,'uriosity'
696f7573,1724,'ious'
2064616e63696e67,1725,' dancing'
616c6c656e,1726,'allen'
207368696e65,1727,' shine'
20696d706f7274,1728,' import'
61746573,1729,'ates'
20737072656164,1730,' spread'
2065646765,1731,' edge'
207477696e6b6c6564,1732,' twinkled'
207374756d626c6564,1733,' stumbled'
20496e7374656164,1734,' Instead'
696e6174696f6e,1735,'ination'
206368616c6c656e,1736,' challen'
2073656e7365,1737,' sense'
2062656c6f77,1738,' below'
207477697374,1739,' twist'
20656e6a6f79,1740,' enjoy'
69636573,1741,'ices'
20776f7272696564,1742,' worried'
20776565,1743,' wee'
20616c6f6e67,1744,' along'
206e6f7465,1745,' note'
207265616c697a696e67,1746,' realizing'
6573746572,1747,'ester'
206772616e646d,1748,' grandm'
7070696e67,1749,'pping'
20647265616d696e67,1750,' dreaming'
2073706c,1751,' spl'
2059,1752,' Y'
2073686f7265,1753,' shore'
20706972617465,1754,' pirate'
2073696c656e6365,1755,' silence'
207379,1756,' sy'
696e6573,1757,'ines'
20536f6f6e,1758,' Soon'
20737572707269736564,1759,' surprised'
2074616c6b6564,1760,' talked'
206d656574,1761,' meet'
616b6564,1762,'aked'
2073756e6e79,1763,' sunny'
206372797374616c,1764,' crystal'
206461,1765,' da'
616e676572,1766,'anger'
6962,1767,'ib'
206177,1768,' aw'
205374,1769,' St'
757365,1770,'use'
206475737479,1771,' dusty'
20736f756e6473,1772,' sounds'
206a6573746572,1773,' jester'
2074687269,1774,' thri'
2066696e616c6c79,1775,' finally'
6577,1776,'ew'
656c73,1777,'els'
46726f6d,1778,'From'
4a757374,1779,'Just'
207061696e74696e67,1780,' painting'
2077616c,1781,' wal'
20776973686573,1782,' wishes'
206578706c6f726572,1783,' explorer'
62626564,1784,'bbed'
207075,1785,' pu'
207468616e6b6564,1786,' thanked'
20636f6f6c,1787,' cool'
206661636573,1788,' faces'
4966,1789,'If'
6f6b656e,1790,'oken'
44617973,1791,'Days'
20676f6c64656e,1792,' golden'
20416e64,1793,' And'
2064657465726d,1794,' determ'
7863,1795,'xc'
7a7a,1796,'zz'
20736d696c6573,1797,' smiles'
706572,1798,'per'
207065616365,1799,' peace'
65766572,1800,'ever'
20636f6e74696e,1801,' contin'
20746f70,1802,' top'
74757265,1803,'ture'
20666c617368,1804,' flash'
20636f6d70,1805,' comp'
2074686f7567687473,1806,' thoughts'
737069726564,1807,'spired'
207370656e74,1808,' spent'
20736f72,1809,' sor'
2077726f6e67,1810,' wrong'
20616e797468696e67,1811,' anything'
20737572726f756e64,1812,' surround'
20737072,1813,' spr'
206772696e,1814,' grin'
20627572,1815,' bur'
20636f726e,1816,' corn'
206465,1817,' de'
6573696465,1818,'eside'
6563746564,1819,'ected'
207365656b,1820,' seek'
206772616e646d6f74686572,1821,' grandmother'
6779,1822,'gy'
206d6f6d656e7473,1823,' moments'
2074616c65,1824,' tale'
20576f756c64,1825,' Would'
20706c61636573,1826,' places'
7574757265,1827,'uture'
766f7573,1828,'vous'
61727468,1829,'arth'
2076657279,1830,' very'
20636c6f73656c79,1831,' closely'
20667574757265,1832,' future'
206469,1833,' di'
2063616e6479,1834,' candy'
206265616368,1835,' beach'
20626c6f6f6d,1836,' bloom'
6573746564,1837,'ested'
206964656173,1838,' ideas'
206166,1839,' af'
20437572696f7573,1840,' Curious'
20686f6e657374,1841,' honest'
2073697374,1842,' sist'
20686f6c64696e67,1843,' holding'
7465726564,1844,'tered'
6d626f6c,1845,'mbol'
626f77,1846,'bow'
2073796d626f6c,1847,' symbol'
20636175676874,1848,' caught'
206d656d6f7279,1849,' memory'
2067726162626564,1850,' grabbed'
207175657374,1851,' quest'
7473,1852,'ts'
6f726b,1853,'ork'
2073686f,1854,' sho'
206269726473,1855,' birds'
2066696e64696e67,1856,' finding'
706c65,1857,'ple'
7765656e,1858,'ween'
617273,1859,'ars'
20696d706f7274616e74,1860,' important'
6f757273,1861,'ours'
20686173,1862,' has'
20706f6e64,1863,' pond'
206d6f6e,1864,' mon'
2065766572797768657265,1865,' everywhere'
2066696c6c696e67,1866,' filling'
5468656e,1867,'Then'
2073756767,1868,' sugg'
20616d617a696e67,1869,' amazing'
20726564,1870,' red'
6369656e74,1871,'cient'
616c6d,1872,'alm'
206361726566756c6c79,1873,' carefully'
206e6572,1874,' ner'
20726964646c65,1875,' riddle'
20726f6c6c6564,1876,' rolled'
6f7562,1877,'oub'
20736869,1878,' shi'
2073697474696e67,1879,' sitting'
20736f6e6773,1880,' songs'
7567676564,1881,'ugged'
207374616e64,1882,' stand'
20726f636b73,1883,' rocks'
207072696e,1884,' prin'
2067656d,1885,' gem'
206c6f6e676572,1886,' longer'
206372656174696e67,1887,' creating'
68656164,1888,'head'
446f,1889,'Do'
2068756e67,1890,' hung'
616e746564,1891,'anted'
206561676572,1892,' eager'
20616e6369656e74,1893,' ancient'
20737567676573746564,1894,' suggested'
2077696c64,1895,' wild'
2061676f,1896,' ago'
2063617074,1897,' capt'
536865,1898,'She'
556e646572,1899,'Under'
2062726f6b656e,1900,' broken'
206469646e,1901,' didn'
616b696e67,1902,'aking'
207261696e626f77,1903,' rainbow'
776f726b,1904,'work'
206661696c,1905,' fail'
20756e74,1906,' unt'
20746f7563686564,1907,' touched'
20706c616e6574,1908,' planet'
72656c,1909,'rel'
20636c6f636b,1910,' clock'
207472616e73,1911,' trans'
206361727279,1912,' carry'
206e6572766f7573,1913,' nervous'
20656c,1914,' el'
20726566,1915,' ref'
2070696374757265,1916,' picture'
206265747765656e,1917,' between'
206d697374,1918,' mist'
20616d617a6564,1919,' amazed'
206c696768746572,1920,' lighter'
2067617665,1921,' gave'
20706f696e746564,1922,' pointed'
616c6c6579,1923,'alley'
206665656c73,1924,' feels'
2062656172,1925,' bear'
206a6577,1926,' jew'
2074696768746c79,1927,' tightly'
20636c61,1928,' cla'
204e6f77,1929,' Now'
20756e6465727374616e64696e67,1930,' understanding'
20596574,1931,' Yet'
20616374,1932,' act'
2079656172,1933,' year'
546f676574686572,1934,'Together'
20646f7562,1935,' doub'
20647269,1936,' dri'
207472616e73666f72,1937,' transfor'
2062726964,1938,' brid'
20707265,1939,' pre'
616b65,1940,'ake'
20636c65766572,1941,' clever'
20656e7465726564,1942,' entered'
2079656c6c6564,1943,' yelled'
61636b6564,1944,'acked'
204f,1945,' O'
206775617264,1946,' guard'
20736973746572,1947,' sister'
20737572726f756e646564,1948,' surrounded'
207275,1949,' ru'
206b697465,1950,' kite'
20626c6f6f6d6564,1951,' bloomed'
6964696e67,1952,'iding'
756974,1953,'uit'
20686174,1954,' hat'
20696e766973,1955,' invis'
697272656c,1956,'irrel'
206d65616e,1957,' mean'
61766f72,1958,'avor'
20636f726e6572,1959,' corner'
204166746572,1960,' After'
72616964,1961,'raid'
20636f6e74696e756564,1962,' continued'
697274,1963,'irt'
207061727479,1964,' party'
4973,1965,'Is'
20616672616964,1966,' afraid'
206e616d65,1967,' name'
786369746564,1968,'xcited'
2066656174686572,1969,' feather'
206d6f7665,1970,' move'
20696e7669746564,1971,' invited'
206578706c6f726564,1972,' explored'
20636f6d6573,1973,' comes'
20737175697272656c,1974,' squirrel'
20746f7973,1975,' toys'
20736f61726564,1976,' soared'
207772697465,1977,' write'
207368696d6d65726564,1978,' shimmered'
20666f72676f7474656e,1979,' forgotten'
206368616e6365,1980,' chance'
20626c6577,1981,' blew'
657363,1982,'esc'
20706f,1983,' po'
206c6f7373,1984,' loss'
20637261,1985,' cra'
20677265656e,1986,' green'
20686967,1987,' hig'
206e6f697365,1988,' noise'
20746872696c6c,1989,' thrill'
2076616c6c6579,1990,' valley'
2064616e676572,1991,' danger'
2064697374616e6365,1992,' distance'
20756e69,1993,' uni'
206578706c61696e6564,1994,' explained'
204966,1995,' If'
2073616d65,1996,' same'
206c69766573,1997,' lives'
2066616465,1998,' fade'
20627269646765,1999,' bridge'
726179,2000,'ray'
20636f6f6b,2001,' cook'
206b6e6f776e,2002,' known'
206168656164,2003,' ahead'
697263,2004,'irc'
2072756e6e696e67,2005,' running'
2066696e6973686564,2006,' finished'
616e79,2007,'any'
20627265,2008,' bre'
61757365,2009,'ause'
6c696573,2010,'lies'
20756e74696c,2011,' until'
20656e6572,2012,' ener'
66656374,2013,'fect'
20656e65726779,2014,' energy'
206c697374656e,2015,' listen'
496e73696465,2016,'Inside'
20676f696e67,2017,' going'
4f6e6365,2018,'Once'
205768,2019,' Wh'
20746175676874,2020,' taught'
2072656d696e646572,2021,' reminder'
2068757274,2022,' hurt'
2072657370,2023,' resp'
20667269656e646c79,2024,' friendly'
696566,2025,'ief'
206672756974,2026,' fruit'
206d657373,2027,' mess'
20626573696465,2028,' beside'
2070726f74,2029,' prot'
207465617273,2030,' tears'
5175,2031,'Qu'
20656d6272,2032,' embr'
2072657665616c696e67,2033,' revealing'
20626974,2034,' bit'
2070657273,2035,' pers'
20627574746572666c79,2036,' butterfly'
207368696d6d6572696e67,2037,' shimmering'
20777261,2038,' wra'
206d6973736564,2039,' missed'
6f7473,2040,'ots'
20646f6e,2041,' don'
207761746368,2042,' watch'
61746566756c,2043,'ateful'
2074696d6573,2044,' times'
2073686f77696e67,2045,' showing'
2073746f70,2046,' stop'
206368696c6c,2047,' chill'
20666978,2048,' fix'
2074726170706564,2049,' trapped'
20737461726564,2050,' stared'
20737065,2051,' spe'
2070617373,2052,' pass'
